Date,State/UnionTerritory,Cured,Deaths,Confirmed
06-04-2020,Punjab,4,6,76
06-04-2020,Rajasthan,21,0,274
06-04-2020,Tamil Nadu,8,5,571
06-04-2020,Telengana,34,7,321
06-04-2020,Uttarakhand,4,0,26
06-04-2020,Uttar Pradesh,21,3,305
06-04-2020,West Bengal,10,3,80
07-04-2020,Andhra Pradesh,1,3,266
07-04-2020,Andaman and Nicobar Islands,0,0,10
07-04-2020,Arunachal Pradesh,0,0,1
07-04-2020,Assam,0,0,26
07-04-2020,Bihar,0,1,32
07-04-2020,Chandigarh,7,0,18
07-04-2020,Chhattisgarh,9,0,10
07-04-2020,Delhi,21,7,576
07-04-2020,Goa,0,0,7
07-04-2020,Gujarat,25,13,165
07-04-2020,Haryana,25,1,90
07-04-2020,Himachal Pradesh,2,1,13
07-04-2020,Jammu and Kashmir,4,2,116
07-04-2020,Jharkhand,0,0,4
07-04-2020,Karnataka,25,4,175
07-04-2020,Kerala,58,2,327
07-04-2020,Ladakh,10,0,14
07-04-2020,Madhya Pradesh,0,13,229
07-04-2020,Maharashtra,56,48,868
07-04-2020,Manipur,0,0,2
07-04-2020,Mizoram,0,0,1
07-04-2020,Odisha,2,1,42
07-04-2020,Puducherry,1,0,5
07-04-2020,Punjab,4,7,91
07-04-2020,Rajasthan,21,3,288
07-04-2020,Tamil Nadu,8,5,621
07-04-2020,Telengana,35,7,364
07-04-2020,Tripura,0,0,1
07-04-2020,Uttarakhand,5,0,31
07-04-2020,Uttar Pradesh,21,3,305
07-04-2020,West Bengal,13,3,91
08-04-2020,Andhra Pradesh,5,4,305
08-04-2020,Andaman and Nicobar Islands,0,0,10
08-04-2020,Arunachal Pradesh,0,0,1
08-04-2020,Assam,0,0,27
08-04-2020,Bihar,0,1,38
08-04-2020,Chandigarh,7,0,18
08-04-2020,Chhattisgarh,9,0,10
08-04-2020,Delhi,21,9,576
08-04-2020,Goa,0,0,7
08-04-2020,Gujarat,25,13,165
08-04-2020,Haryana,28,3,147
08-04-2020,Himachal Pradesh,2,1,18
08-04-2020,Jammu and Kashmir,4,2,116
08-04-2020,Jharkhand,0,0,4
08-04-2020,Karnataka,25,4,175
08-04-2020,Kerala,70,2,336
08-04-2020,Ladakh,10,0,14
08-04-2020,Madhya Pradesh,0,13,229
08-04-2020,Maharashtra,79,64,1018
08-04-2020,Manipur,0,0,2
08-04-2020,Mizoram,0,0,1
08-04-2020,Odisha,2,1,42
08-04-2020,Puducherry,1,0,5
08-04-2020,Punjab,4,7,91
08-04-2020,Rajasthan,21,3,328
08-04-2020,Tamil Nadu,19,7,690
08-04-2020,Telengana,35,7,427
08-04-2020,Tripura,0,0,1
08-04-2020,Uttarakhand,5,0,31
08-04-2020,Uttar Pradesh,26,3,343
08-04-2020,West Bengal,13,5,99
09-04-2020,Andhra Pradesh,6,4,348
09-04-2020,Andaman and Nicobar Islands,0,0,11
09-04-2020,Arunachal Pradesh,0,0,1
09-04-2020,Assam,0,0,28
09-04-2020,Bihar,0,1,39
09-04-2020,Chandigarh,7,0,18
09-04-2020,Chhattisgarh,9,0,10
09-04-2020,Delhi,21,9,669
09-04-2020,Goa,0,0,7
09-04-2020,Gujarat,25,16,179
09-04-2020,Haryana,29,3,169
09-04-2020,Himachal Pradesh,2,1,18
09-04-2020,Jammu and Kashmir,4,4,158
09-04-2020,Jharkhand,0,0,13
09-04-2020,Karnataka,28,5,181
09-04-2020,Kerala,83,2,345
09-04-2020,Ladakh,10,0,14
09-04-2020,Madhya Pradesh,0,16,259
09-04-2020,Maharashtra,117,72,1135
09-04-2020,Manipur,1,0,2
09-04-2020,Mizoram,0,0,1
09-04-2020,Odisha,2,1,42
09-04-2020,Puducherry,1,0,5
09-04-2020,Punjab,4,8,101
09-04-2020,Rajasthan,21,3,383
09-04-2020,Tamil Nadu,21,8,738
09-04-2020,Telengana,35,7,442
09-04-2020,Tripura,0,0,1
09-04-2020,Uttarakhand,5,0,35
09-04-2020,Uttar Pradesh,31,4,410
09-04-2020,West Bengal,16,5,103
10-04-2020,Andhra Pradesh,7,6,363
10-04-2020,Andaman and Nicobar Islands,0,0,11
10-04-2020,Arunachal Pradesh,0,0,1
10-04-2020,Assam,0,0,29
10-04-2020,Bihar,0,1,60
10-04-2020,Chandigarh,7,0,18
10-04-2020,Chhattisgarh,9,0,10
10-04-2020,Delhi,25,13,898
10-04-2020,Goa,1,0,7
10-04-2020,Gujarat,26,17,241
10-04-2020,Haryana,29,3,169
10-04-2020,Himachal Pradesh,6,1,28
10-04-2020,Jammu and Kashmir,6,4,184
10-04-2020,Jharkhand,0,1,13
10-04-2020,Karnataka,30,6,197
10-04-2020,Kerala,96,2,357
10-04-2020,Ladakh,10,0,15
10-04-2020,Madhya Pradesh,0,16,259
10-04-2020,Maharashtra,125,97,1364
10-04-2020,Manipur,1,0,2
10-04-2020,Mizoram,0,0,1
10-04-2020,Odisha,2,1,44
10-04-2020,Puducherry,1,0,5
10-04-2020,Punjab,5,11,132
10-04-2020,Rajasthan,21,3,463
10-04-2020,Tamil Nadu,21,8,834
10-04-2020,Telengana,35,7,473
10-04-2020,Tripura,0,0,1
10-04-2020,Uttarakhand,5,0,35
10-04-2020,Uttar Pradesh,32,4,431
10-04-2020,West Bengal,16,5,116
11-04-2020,Andhra Pradesh,11,6,381
11-04-2020,Andaman and Nicobar Islands,0,0,11
11-04-2020,Arunachal Pradesh,0,0,1
11-04-2020,Assam,0,1,29
11-04-2020,Bihar,0,1,60
11-04-2020,Chandigarh,7,0,18
11-04-2020,Chhattisgarh,9,0,18
11-04-2020,Delhi,25,14,903
11-04-2020,Goa,1,0,7
11-04-2020,Gujarat,31,19,308
11-04-2020,Haryana,29,3,177
11-04-2020,Himachal Pradesh,6,1,28
11-04-2020,Jammu and Kashmir,6,4,207
11-04-2020,Jharkhand,0,1,17
11-04-2020,Karnataka,37,6,214
11-04-2020,Kerala,123,2,364
11-04-2020,Ladakh,10,0,15
11-04-2020,Madhya Pradesh,0,33,443
11-04-2020,Maharashtra,188,110,1574
11-04-2020,Manipur,1,0,2
11-04-2020,Mizoram,0,0,1
11-04-2020,Odisha,2,1,48
11-04-2020,Puducherry,1,0,7
11-04-2020,Punjab,5,11,132
11-04-2020,Rajasthan,21,3,553
11-04-2020,Tamil Nadu,44,8,911
11-04-2020,Telengana,43,9,504
11-04-2020,Tripura,0,0,2
11-04-2020,Uttarakhand,5,0,35
11-04-2020,Uttar Pradesh,32,4,433
11-04-2020,West Bengal,16,5,126
12-04-2020,Andhra Pradesh,11,6,381
12-04-2020,Andaman and Nicobar Islands,10,0,11
12-04-2020,Arunachal Pradesh,0,0,1
12-04-2020,Assam,0,1,29
12-04-2020,Bihar,19,1,64
12-04-2020,Chandigarh,7,0,19
12-04-2020,Chhattisgarh,10,0,25
12-04-2020,Delhi,25,19,1069
12-04-2020,Goa,5,0,7
12-04-2020,Gujarat,44,22,432
12-04-2020,Haryana,29,3,185
12-04-2020,Himachal Pradesh,6,1,32
12-04-2020,Jammu and Kashmir,6,4,224
12-04-2020,Jharkhand,0,1,17
12-04-2020,Karnataka,37,6,226
12-04-2020,Kerala,142,2,374
12-04-2020,Ladakh,10,0,15
12-04-2020,Madhya Pradesh,0,36,564
12-04-2020,Maharashtra,208,127,1761
12-04-2020,Manipur,1,0,2
12-04-2020,Mizoram,0,0,1
12-04-2020,Odisha,12,1,54
12-04-2020,Puducherry,1,0,7
12-04-2020,Punjab,5,11,151
12-04-2020,Rajasthan,21,3,700
12-04-2020,Tamil Nadu,44,10,969
12-04-2020,Telengana,43,9,504
12-04-2020,Tripura,0,0,2
12-04-2020,Uttarakhand,5,0,35
12-04-2020,Uttar Pradesh,45,5,452
12-04-2020,West Bengal,19,5,134
13-04-2020,Andhra Pradesh,11,7,432
13-04-2020,Andaman and Nicobar Islands,10,0,11
13-04-2020,Arunachal Pradesh,0,0,1
13-04-2020,Assam,0,1,31
13-04-2020,Bihar,26,1,64
13-04-2020,Chandigarh,7,0,21
13-04-2020,Chhattisgarh,10,0,31
13-04-2020,Delhi,27,24,1154
13-04-2020,Goa,5,0,7
13-04-2020,Gujarat,47,26,539
13-04-2020,Haryana,29,3,185
13-04-2020,Himachal Pradesh,13,1,32
13-04-2020,Jammu and Kashmir,6,4,245
13-04-2020,Jharkhand,0,2,19
13-04-2020,Karnataka,59,6,247
13-04-2020,Kerala,179,3,376
13-04-2020,Ladakh,10,0,15
13-04-2020,Madhya Pradesh,44,43,604
13-04-2020,Maharashtra,217,149,1985
13-04-2020,Manipur,1,0,2
13-04-2020,Mizoram,0,0,1
13-04-2020,Nagaland,0,0,1
13-04-2020,Odisha,12,1,54
13-04-2020,Puducherry,1,0,7
13-04-2020,Punjab,14,11,167
13-04-2020,Rajasthan,21,3,812
13-04-2020,Tamil Nadu,50,11,1075
13-04-2020,Telengana,100,16,562
13-04-2020,Tripura,0,0,2
13-04-2020,Uttarakhand,5,0,35
13-04-2020,Uttar Pradesh,47,5,483
13-04-2020,West Bengal,29,7,152
14-04-2020,Andhra Pradesh,14,9,473
14-04-2020,Andaman and Nicobar Islands,10,0,11
14-04-2020,Arunachal Pradesh,0,0,1
14-04-2020,Assam,0,1,31
14-04-2020,Bihar,26,1,66
14-04-2020,Chandigarh,7,0,21
14-04-2020,Chhattisgarh,10,0,31
14-04-2020,Delhi,30,28,1510
14-04-2020,Goa,5,0,7
14-04-2020,Gujarat,55,26,617
14-04-2020,Haryana,34,3,199
14-04-2020,Himachal Pradesh,13,1,32
14-04-2020,Jammu and Kashmir,16,4,270
14-04-2020,Jharkhand,0,2,24
14-04-2020,Karnataka,65,9,258
14-04-2020,Kerala,198,3,379
14-04-2020,Ladakh,10,0,15
14-04-2020,Madhya Pradesh,51,50,730
14-04-2020,Maharashtra,229,160,2337
14-04-2020,Manipur,1,0,2
14-04-2020,Meghalaya,0,0,1
14-04-2020,Mizoram,0,0,1
14-04-2020,Nagaland,0,0,1
14-04-2020,Odisha,18,1,55
14-04-2020,Puducherry,1,0,7
14-04-2020,Punjab,14,12,176
14-04-2020,Rajasthan,133,3,879
14-04-2020,Tamil Nadu,58,11,1173
14-04-2020,Telengana,100,17,624
14-04-2020,Tripura,0,0,2
14-04-2020,Uttarakhand,7,0,35
14-04-2020,Uttar Pradesh,49,5,657
14-04-2020,West Bengal,36,7,190
15-04-2020,Andaman and Nicobar Islands,10,0,11
15-04-2020,Andhra Pradesh,16,9,503
15-04-2020,Arunachal Pradesh,0,0,1
15-04-2020,Assam,0,1,33
15-04-2020,Bihar,29,1,70
15-04-2020,Chandigarh,7,0,21
15-04-2020,Chhattisgarh,13,0,33
15-04-2020,Delhi,30,30,1561
15-04-2020,Goa,5,0,7
15-04-2020,Gujarat,59,30,695
15-04-2020,Haryana,34,3,199
15-04-2020,Himachal Pradesh,13,1,33
15-04-2020,Jammu and Kashmir,30,4,278
15-04-2020,Jharkhand,0,2,27
15-04-2020,Karnataka,75,11,277
15-04-2020,Kerala,211,3,387
15-04-2020,Ladakh,10,0,17
15-04-2020,Madhya Pradesh,64,53,987
15-04-2020,Maharashtra,259,178,2687
15-04-2020,Manipur,1,0,2
15-04-2020,Meghalaya,0,1,7
15-04-2020,Mizoram,0,0,1
15-04-2020,Nagaland,0,0,0
15-04-2020,Odisha,18,1,60
15-04-2020,Puducherry,1,0,7
15-04-2020,Punjab,14,13,186
15-04-2020,Rajasthan,147,3,1005
15-04-2020,Tamil Nadu,81,12,1204
15-04-2020,Telengana,120,18,647
15-04-2020,Tripura,0,0,2
15-04-2020,Uttarakhand,9,0,37
15-04-2020,Uttar Pradesh,51,11,735
15-04-2020,West Bengal,37,7,213
16-04-2020,Andaman and Nicobar Islands,10,0,11
16-04-2020,Andhra Pradesh,20,14,534
16-04-2020,Arunachal Pradesh,0,0,1
16-04-2020,Assam,5,1,33
16-04-2020,Bihar,29,1,74
16-04-2020,Chandigarh,7,0,21
16-04-2020,Chhattisgarh,17,0,33
16-04-2020,Delhi,42,32,1578
16-04-2020,Goa,5,0,7
16-04-2020,Gujarat,64,36,871
16-04-2020,Haryana,43,3,205
16-04-2020,Himachal Pradesh,16,1,35
16-04-2020,Jammu and Kashmir,36,4,300
16-04-2020,Jharkhand,0,2,28
16-04-2020,Karnataka,82,13,315
16-04-2020,Kerala,218,3,388
16-04-2020,Ladakh,10,0,17
16-04-2020,Madhya Pradesh,64,53,1120
16-04-2020,Maharashtra,295,187,2919
16-04-2020,Manipur,1,0,2
16-04-2020,Meghalaya,0,1,7
16-04-2020,Mizoram,0,0,1
16-04-2020,Nagaland,0,0,0
16-04-2020,Odisha,18,1,60
16-04-2020,Puducherry,1,0,7
16-04-2020,Punjab,27,13,186
16-04-2020,Rajasthan,147,3,1023
16-04-2020,Tamil Nadu,118,14,1242
16-04-2020,Telengana,120,18,698
16-04-2020,Tripura,1,0,2
16-04-2020,Uttarakhand,9,0,37
16-04-2020,Uttar Pradesh,68,13,773
16-04-2020,West Bengal,42,7,231
17-04-2020,Andaman and Nicobar Islands,10,0,11
17-04-2020,Andhra Pradesh,36,14,572
17-04-2020,Arunachal Pradesh,0,0,1
17-04-2020,Assam,5,1,35
17-04-2020,Bihar,37,1,83
17-04-2020,Chandigarh,9,0,21
17-04-2020,Chhattisgarh,23,0,36
17-04-2020,Delhi,51,38,1640
17-04-2020,Goa,6,0,7
17-04-2020,Gujarat,74,38,1021
17-04-2020,Haryana,43,3,205
17-04-2020,Himachal Pradesh,16,1,35
17-04-2020,Jammu and Kashmir,38,4,314
17-04-2020,Jharkhand,0,2,29
17-04-2020,Karnataka,82,13,353
17-04-2020,Kerala,245,3,395
17-04-2020,Ladakh,14,0,18
17-04-2020,Madhya Pradesh,65,57,1308
17-04-2020,Maharashtra,300,194,3205
17-04-2020,Manipur,1,0,2
17-04-2020,Meghalaya,0,1,9
17-04-2020,Mizoram,0,0,1
17-04-2020,Nagaland,0,0,0
17-04-2020,Odisha,19,1,60
17-04-2020,Puducherry,1,0,7
17-04-2020,Punjab,27,13,186
17-04-2020,Rajasthan,164,11,1131
17-04-2020,Tamil Nadu,180,15,1267
17-04-2020,Telengana,186,18,743
17-04-2020,Tripura,1,0,2
17-04-2020,Uttarakhand,9,0,37
17-04-2020,Uttar Pradesh,74,14,846
17-04-2020,West Bengal,51,10,255
18-04-2020,Andaman and Nicobar Islands,11,0,12
18-04-2020,Andhra Pradesh,42,15,603
18-04-2020,Arunachal Pradesh,0,0,1
18-04-2020,Assam,9,1,35
18-04-2020,Bihar,37,2,85
18-04-2020,Chandigarh,9,0,21
18-04-2020,Chhattisgarh,24,0,36
18-04-2020,Delhi,72,42,1707
18-04-2020,Goa,6,0,7
18-04-2020,Gujarat,88,48,1272
18-04-2020,Haryana,43,3,225
18-04-2020,Himachal Pradesh,16,1,38
18-04-2020,Jammu and Kashmir,42,5,328
18-04-2020,Jharkhand,0,2,33
18-04-2020,Karnataka,92,13,371
18-04-2020,Kerala,255,3,396
18-04-2020,Ladakh,14,0,18
18-04-2020,Madhya Pradesh,69,69,1355
18-04-2020,Maharashtra,331,201,3323
18-04-2020,Manipur,1,0,2
18-04-2020,Meghalaya,0,1,11
18-04-2020,Mizoram,0,0,1
18-04-2020,Nagaland,0,0,0
18-04-2020,Odisha,21,1,60
18-04-2020,Puducherry,3,0,7
18-04-2020,Punjab,27,13,202
18-04-2020,Rajasthan,183,11,1229
18-04-2020,Tamil Nadu,283,15,1323
18-04-2020,Telengana,186,18,791
18-04-2020,Tripura,1,0,2
18-04-2020,Uttarakhand,9,0,42
18-04-2020,Uttar Pradesh,86,14,969
18-04-2020,West Bengal,55,10,287
19-04-2020,Andaman and Nicobar Islands,11,0,14
19-04-2020,Andhra Pradesh,42,15,603
19-04-2020,Arunachal Pradesh,0,0,1
19-04-2020,Assam,12,1,35
19-04-2020,Bihar,37,2,86
19-04-2020,Chandigarh,10,0,23
19-04-2020,Chhattisgarh,24,0,36
19-04-2020,Delhi,72,43,1893
19-04-2020,Goa,6,0,7
19-04-2020,Gujarat,94,58,1604
19-04-2020,Haryana,87,3,233
19-04-2020,Himachal Pradesh,16,1,39
19-04-2020,Jammu and Kashmir,51,5,341
19-04-2020,Jharkhand,0,2,35
19-04-2020,Karnataka,104,14,384
19-04-2020,Kerala,257,3,400
19-04-2020,Ladakh,14,0,18
19-04-2020,Madhya Pradesh,127,70,1407
19-04-2020,Maharashtra,365,211,3651
19-04-2020,Manipur,1,0,2
19-04-2020,Meghalaya,0,1,11
19-04-2020,Mizoram,0,0,1
19-04-2020,Nagaland,0,0,0
19-04-2020,Odisha,24,1,61
19-04-2020,Puducherry,3,0,7
19-04-2020,Punjab,31,16,219
19-04-2020,Rajasthan,183,11,1351
19-04-2020,Tamil Nadu,365,15,1372
19-04-2020,Telengana,186,18,844
19-04-2020,Tripura,1,0,2
19-04-2020,Uttarakhand,9,0,42
19-04-2020,Uttar Pradesh,108,17,1084
19-04-2020,West Bengal,62,12,310
20-04-2020,Andaman and Nicobar Islands,11,0,15
20-04-2020,Andhra Pradesh,92,20,722
20-04-2020,Arunachal Pradesh,0,0,1
20-04-2020,Assam,17,1,35
20-04-2020,Bihar,42,2,96
20-04-2020,Chandigarh,13,0,26
20-04-2020,Chhattisgarh,25,0,36
20-04-2020,Delhi,290,45,2003
20-04-2020,Goa,7,0,7
20-04-2020,Gujarat,106,67,1851
20-04-2020,Haryana,87,3,233
20-04-2020,Himachal Pradesh,16,1,39
20-04-2020,Jammu and Kashmir,56,5,350
20-04-2020,Jharkhand,0,2,42
20-04-2020,Karnataka,111,16,395
20-04-2020,Kerala,270,3,402
20-04-2020,Ladakh,14,0,18
20-04-2020,Madhya Pradesh,127,74,1485
20-04-2020,Maharashtra,507,223,4203
20-04-2020,Manipur,2,0,2
20-04-2020,Meghalaya,0,1,11
20-04-2020,Mizoram,0,0,1
20-04-2020,Nagaland,0,0,0
20-04-2020,Odisha,24,1,68
20-04-2020,Puducherry,3,0,7
20-04-2020,Punjab,31,16,219
20-04-2020,Rajasthan,183,14,1478
20-04-2020,Tamil Nadu,411,15,1477
20-04-2020,Telengana,190,21,873
20-04-2020,Tripura,1,0,2
20-04-2020,Uttarakhand,11,0,44
20-04-2020,Uttar Pradesh,129,17,1176
20-04-2020,West Bengal,66,12,339
21-04-2020,Andaman and Nicobar Islands,11,0,16
21-04-2020,Andhra Pradesh,96,22,757
21-04-2020,Arunachal Pradesh,1,0,1
21-04-2020,Assam,19,1,35
21-04-2020,Bihar,42,2,114
21-04-2020,Chandigarh,13,0,26
21-04-2020,Chhattisgarh,25,0,36
21-04-2020,Delhi,431,47,2081
21-04-2020,Goa,7,0,7
21-04-2020,Gujarat,131,77,2066
21-04-2020,Haryana,127,3,254
21-04-2020,Himachal Pradesh,16,1,39
21-04-2020,Jammu and Kashmir,71,5,368
21-04-2020,Jharkhand,0,2,46
21-04-2020,Karnataka,114,17,415
21-04-2020,Kerala,291,3,408
21-04-2020,Ladakh,14,0,18
21-04-2020,Madhya Pradesh,127,76,1540
21-04-2020,Maharashtra,572,232,4669
21-04-2020,Manipur,2,0,2
21-04-2020,Meghalaya,0,1,11
21-04-2020,Mizoram,0,0,1
21-04-2020,Nagaland,0,0,0
21-04-2020,Odisha,24,1,74
21-04-2020,Puducherry,3,0,7
21-04-2020,Punjab,39,16,245
21-04-2020,Rajasthan,205,25,1576
21-04-2020,Tamil Nadu,457,17,1520
21-04-2020,Telengana,190,23,919
21-04-2020,Tripura,1,0,2
21-04-2020,Uttarakhand,18,0,46
21-04-2020,Uttar Pradesh,140,20,1294
21-04-2020,West Bengal,73,12,392
22-04-2020,Andaman and Nicobar Islands,11,0,17
22-04-2020,Andhra Pradesh,120,24,813
22-04-2020,Arunachal Pradesh,1,0,1
22-04-2020,Assam,19,1,35
22-04-2020,Bihar,46,2,126
22-04-2020,Chandigarh,14,0,27
22-04-2020,Chhattisgarh,26,0,36
22-04-2020,Delhi,611,47,2156
22-04-2020,Goa,7,0,7
22-04-2020,Gujarat,144,95,2272
22-04-2020,Haryana,127,3,254
22-04-2020,Himachal Pradesh,16,1,39
22-04-2020,Jammu and Kashmir,81,5,380
22-04-2020,Jharkhand,0,3,45
22-04-2020,Karnataka,129,17,425
22-04-2020,Kerala,323,3,427
22-04-2020,Ladakh,14,0,18
22-04-2020,Madhya Pradesh,148,80,1592
22-04-2020,Maharashtra,722,251,5221
22-04-2020,Manipur,2,0,2
22-04-2020,Meghalaya,0,1,12
22-04-2020,Mizoram,0,0,1
22-04-2020,Odisha,30,1,82
22-04-2020,Puducherry,3,0,7
22-04-2020,Punjab,49,16,251
22-04-2020,Rajasthan,230,25,1801
22-04-2020,Tamil Nadu,635,18,1596
22-04-2020,Telengana,194,23,945
22-04-2020,Tripura,1,0,2
22-04-2020,Uttarakhand,19,0,46
22-04-2020,Uttar Pradesh,165,21,1412
22-04-2020,West Bengal,73,15,423
23-04-2020,Andaman and Nicobar Islands,11,0,18
23-04-2020,Andhra Pradesh,141,27,895
23-04-2020,Arunachal Pradesh,1,0,1
23-04-2020,Assam,19,1,35
23-04-2020,Bihar,46,2,148
23-04-2020,Chandigarh,14,0,27
23-04-2020,Chhattisgarh,28,0,36
23-04-2020,Delhi,724,48,2248
23-04-2020,Goa,7,0,7
23-04-2020,Gujarat,179,103,2407
23-04-2020,Haryana,140,3,262
23-04-2020,Himachal Pradesh,18,1,40
23-04-2020,Jammu and Kashmir,92,5,407
23-04-2020,Jharkhand,8,3,49
23-04-2020,Karnataka,141,17,443
23-04-2020,Kerala,324,3,438
23-04-2020,Ladakh,14,0,18
23-04-2020,Madhya Pradesh,148,81,1695
23-04-2020,Maharashtra,789,269,5652
23-04-2020,Manipur,2,0,2
23-04-2020,Meghalaya,0,1,12
23-04-2020,Mizoram,0,0,1
23-04-2020,Odisha,32,1,83
23-04-2020,Puducherry,3,0,7
23-04-2020,Punjab,65,16,277
23-04-2020,Rajasthan,230,27,1890
23-04-2020,Tamil Nadu,662,18,1629
23-04-2020,Telengana,197,24,960
23-04-2020,Tripura,1,0,2
23-04-2020,Uttarakhand,23,0,46
23-04-2020,Uttar Pradesh,187,21,1509
23-04-2020,West Bengal,79,15,456
24-04-2020,Andaman and Nicobar Islands,11,0,22
24-04-2020,Andhra Pradesh,145,29,955
24-04-2020,Arunachal Pradesh,1,0,1
24-04-2020,Assam,19,1,36
24-04-2020,Bihar,46,2,176
24-04-2020,Chandigarh,14,0,27
24-04-2020,Chhattisgarh,28,0,36
24-04-2020,Delhi,808,50,2376
24-04-2020,Goa,7,0,7
24-04-2020,Gujarat,258,112,2624
24-04-2020,Haryana,156,3,272
24-04-2020,Himachal Pradesh,18,1,40
24-04-2020,Jammu and Kashmir,92,5,427
24-04-2020,Jharkhand,8,3,55
24-04-2020,Karnataka,150,18,463
24-04-2020,Kerala,324,3,448
24-04-2020,Ladakh,14,0,18
24-04-2020,Madhya Pradesh,203,83,1852
24-04-2020,Maharashtra,840,283,6430
24-04-2020,Manipur,2,0,2
24-04-2020,Meghalaya,0,1,12
24-04-2020,Mizoram,0,0,1
24-04-2020,Odisha,33,1,90
24-04-2020,Puducherry,3,0,7
24-04-2020,Punjab,65,16,277
24-04-2020,Rajasthan,230,27,1964
24-04-2020,Tamil Nadu,752,20,1683
24-04-2020,Telengana,253,26,984
24-04-2020,Tripura,1,0,2
24-04-2020,Uttarakhand,24,0,47
24-04-2020,Uttar Pradesh,206,24,1604
24-04-2020,West Bengal,103,15,514
25-04-2020,Andaman and Nicobar Islands,11,0,27
25-04-2020,Andhra Pradesh,171,31,1061
25-04-2020,Arunachal Pradesh,1,0,1
25-04-2020,Assam,19,1,36
25-04-2020,Bihar,46,2,228
25-04-2020,Chandigarh,15,0,28
25-04-2020,Chhattisgarh,30,0,36
25-04-2020,Delhi,857,53,2514
25-04-2020,Goa,7,0,7
25-04-2020,Gujarat,265,127,2815
25-04-2020,Haryana,156,3,272
25-04-2020,Himachal Pradesh,18,1,40
25-04-2020,Jammu and Kashmir,109,5,454
25-04-2020,Jharkhand,9,3,59
25-04-2020,Karnataka,153,18,489
25-04-2020,Kerala,331,4,451
25-04-2020,Ladakh,14,0,20
25-04-2020,Madhya Pradesh,210,92,1952
25-04-2020,Maharashtra,957,301,6817
25-04-2020,Manipur,2,0,2
25-04-2020,Meghalaya,0,1,12
25-04-2020,Mizoram,0,0,1
25-04-2020,Odisha,33,1,94
25-04-2020,Puducherry,3,0,7
25-04-2020,Punjab,67,17,298
25-04-2020,Rajasthan,230,27,2034
25-04-2020,Tamil Nadu,866,22,1755
25-04-2020,Telengana,253,26,984
25-04-2020,Tripura,1,0,2
25-04-2020,Uttarakhand,25,0,48
25-04-2020,Uttar Pradesh,248,26,1778
25-04-2020,West Bengal,103,18,571
26-04-2020,Andaman and Nicobar Islands,11,0,33
26-04-2020,Andhra Pradesh,231,31,1097
26-04-2020,Arunachal Pradesh,1,0,1
26-04-2020,Assam,19,1,36
26-04-2020,Bihar,46,2,251
26-04-2020,Chandigarh,17,0,30
26-04-2020,Chhattisgarh,32,0,37
26-04-2020,Delhi,869,54,2625
26-04-2020,Goa,7,0,7
26-04-2020,Gujarat,282,133,3071
26-04-2020,Haryana,176,3,289
26-04-2020,Himachal Pradesh,22,1,40
26-04-2020,Jammu and Kashmir,112,6,494
26-04-2020,Jharkhand,13,3,67
26-04-2020,Karnataka,177,18,501
26-04-2020,Kerala,338,4,458
26-04-2020,Ladakh,14,0,20
26-04-2020,Madhya Pradesh,210,99,2096
26-04-2020,Maharashtra,1076,323,7628
26-04-2020,Manipur,2,0,2
26-04-2020,Meghalaya,0,1,12
26-04-2020,Mizoram,0,0,1
26-04-2020,Odisha,34,1,103
26-04-2020,Puducherry,3,0,7
26-04-2020,Punjab,67,17,298
26-04-2020,Rajasthan,493,33,2083
26-04-2020,Tamil Nadu,960,23,1821
26-04-2020,Telengana,280,26,991
26-04-2020,Tripura,2,0,2
26-04-2020,Uttarakhand,26,0,50
26-04-2020,Uttar Pradesh,289,29,1843
26-04-2020,West Bengal,105,18,611
27-04-2020,Andaman and Nicobar Islands,11,0,33
27-04-2020,Andhra Pradesh,235,31,1177
27-04-2020,Arunachal Pradesh,1,0,1
27-04-2020,Assam,27,1,36
27-04-2020,Bihar,56,2,277
27-04-2020,Chandigarh,17,0,30
27-04-2020,Chhattisgarh,32,0,37
27-04-2020,Delhi,877,54,2918
27-04-2020,Goa,7,0,7
27-04-2020,Gujarat,313,151,3301
27-04-2020,Haryana,176,3,289
27-04-2020,Himachal Pradesh,22,1,40
27-04-2020,Jammu and Kashmir,137,6,523
27-04-2020,Jharkhand,13,3,82
27-04-2020,Karnataka,188,20,511
27-04-2020,Kerala,342,4,469
27-04-2020,Ladakh,14,0,20
27-04-2020,Madhya Pradesh,302,106,2168
27-04-2020,Maharashtra,1188,342,8068
27-04-2020,Manipur,2,0,2
27-04-2020,Meghalaya,0,1,12
27-04-2020,Mizoram,0,0,1
27-04-2020,Odisha,35,1,108
27-04-2020,Puducherry,3,0,8
27-04-2020,Punjab,71,18,313
27-04-2020,Rajasthan,518,41,2185
27-04-2020,Tamil Nadu,1020,24,1885
27-04-2020,Telengana,280,26,1002
27-04-2020,Tripura,2,0,2
27-04-2020,Uttarakhand,33,0,51
27-04-2020,Uttar Pradesh,335,31,1955
27-04-2020,West Bengal,105,20,649
28-04-2020,Andaman and Nicobar Islands,11,0,33
28-04-2020,Andhra Pradesh,258,31,1259
28-04-2020,Arunachal Pradesh,1,0,1
28-04-2020,Assam,27,1,38
28-04-2020,Bihar,57,2,346
28-04-2020,Chandigarh,17,0,40
28-04-2020,Chhattisgarh,32,0,37
28-04-2020,Delhi,877,54,3108
28-04-2020,Goa,7,0,7
28-04-2020,Gujarat,394,162,3548
